id,lat,long,irradiance,farm_type,capacity,capacity_factor,power_generation,estimated_cost
5764,35.10199,-103.707794,6.480184078,large_community,5,0.27,11826.33594,13300000
5765,35.162117,-102.904205,6.434907913,small_utility,5,0.268,11743.70694,13300000
5766,35.163696,-102.881866,6.434907913,medium_community,2,0.268,4697.482776,5320000
5767,35.165268,-102.859528,6.437032223,small_residential,0.005,0.268,11.74758381,13300
5768,35.166832,-102.837189,6.420074463,small_community,0.15,0.268,351.4990768,399000
5769,35.168392,-102.81485,6.420074463,medium_utility,500,0.268,1171663.589,1330000000
5770,35.169949,-102.79248,6.386602402,small_utility,5,0.266,11655.54938,13300000
5771,35.171501,-102.770142,6.386602402,medium_utility,500,0.266,1165554.938,1330000000
5772,35.173042,-102.747803,6.375150681,small_community,0.15,0.266,349.0394998,399000
5773,35.174583,-102.725464,6.375150681,medium_utility,500,0.266,1163464.999,1330000000
5774,35.176128,-102.703094,6.392380238,small_residential,0.005,0.266,11.66609393,13300
5775,35.177658,-102.680725,6.392380238,small_utility,5,0.266,11666.09393,13300000
5776,35.179184,-102.658386,6.396535873,medium_residential,0.01,0.267,23.34735594,26600
5777,35.180695,-102.636047,6.353384495,medium_residential,0.01,0.265,23.18985341,26600
5778,35.182217,-102.613678,6.353384495,large_residential,0.015,0.265,34.78478011,39900
5779,35.183723,-102.591309,6.362777233,small_residential,0.005,0.265,11.61206845,13300
5780,35.185226,-102.56897,6.362777233,large_community,5,0.265,11612.06845,13300000
5781,35.186726,-102.546631,6.362831116,medium_residential,0.01,0.265,23.22433357,26600
5782,35.188225,-102.524261,6.362831116,small_utility,5,0.265,11612.16679,13300000
5783,35.189716,-102.501892,6.35370779,medium_residential,0.01,0.265,23.19103343,26600
5784,35.1912,-102.479523,6.376341343,small_residential,0.005,0.266,11.63682295,13300
5785,35.19268,-102.457153,6.376341343,large_utility,2000,0.266,4654729.18,5320000000
5786,35.194157,-102.434814,6.327483654,medium_community,2,0.264,4619.063067,5320000
5787,35.195621,-102.412445,6.327483654,large_residential,0.015,0.264,34.64297301,39900
5788,35.19709,-102.390076,6.308662415,medium_utility,500,0.263,1151330.891,1330000000
5789,35.207195,-102.23349,6.333221436,small_residential,0.005,0.264,11.55812912,13300
5790,35.208622,-102.211121,6.333221436,large_community,5,0.264,11558.12912,13300000
5791,35.210037,-102.188751,6.301746368,small_utility,5,0.263,11500.68712,13300000
5792,35.211449,-102.166382,6.301746368,medium_utility,500,0.263,1150068.712,1330000000
5793,35.212852,-102.143982,6.297536373,small_community,0.15,0.262,344.7901164,399000
5794,35.21426,-102.121613,6.297536373,small_residential,0.005,0.262,11.49300388,13300
5795,35.215664,-102.099243,6.292738438,medium_community,2,0.262,4593.69906,5320000
5796,35.217052,-102.076874,6.277820587,large_residential,0.015,0.262,34.37106771,39900
5797,35.218437,-102.054504,6.277820587,small_community,0.15,0.262,343.7106771,399000
5798,35.219826,-102.032104,6.316212177,medium_residential,0.01,0.263,23.05417445,26600
5799,35.221199,-102.009735,6.316212177,small_utility,5,0.263,11527.08722,13300000
5800,35.222565,-101.987335,6.259271145,small_residential,0.005,0.261,11.42316984,13300
5801,35.223942,-101.964966,6.259271145,medium_residential,0.01,0.261,22.84633968,26600
5802,35.234692,-101.785858,6.216211319,medium_community,2,0.259,4537.834263,5320000
5803,35.236019,-101.763458,6.216211319,large_residential,0.015,0.259,34.03375697,39900
5804,35.237331,-101.741089,6.218408108,large_utility,2000,0.259,4539437.919,5320000000
5805,35.23864,-101.718689,6.222421169,medium_residential,0.01,0.259,22.71183727,26600
5806,35.239944,-101.696289,6.222421169,large_community,5,0.259,11355.91863,13300000
5807,35.248943,-101.53949,6.216545105,medium_community,2,0.259,4538.077927,5320000
5808,35.250217,-101.51709,6.183554173,large_utility,2000,0.258,4513994.546,5320000000
5809,35.349327,-99.318115,5.959344864,medium_community,2,0.248,4350.321751,5320000
5810,35.35009,-99.295654,5.949206829,small_utility,5,0.248,10857.30246,13300000
5811,35.350845,-99.273163,5.970846653,small_residential,0.005,0.249,10.89679514,13300
5812,35.351585,-99.250702,5.970846653,large_residential,0.015,0.249,32.69038543,39900
5813,35.352337,-99.22821,5.998199463,small_residential,0.005,0.25,10.94671402,13300
5814,35.375618,-98.418945,5.745635986,small_community,0.15,0.239,314.5735702,399000
5815,35.376167,-98.396454,5.794360638,small_community,0.15,0.241,317.2412449,399000
5816,35.376717,-98.373962,5.794360638,small_utility,5,0.241,10574.70816,13300000
5817,35.40535,-95.898712,5.360339642,large_community,5,0.223,9782.619847,13300000
5818,35.405331,-95.876221,5.417483807,large_utility,2000,0.226,3954763.179,5320000000
5819,35.4053,-95.853699,5.417483807,medium_residential,0.01,0.226,19.7738159,26600
5820,34.925175,-86.312592,5.154520988,medium_utility,500,0.215,940700.0803,1330000000
5821,33.520523,-115.136276,6.837415218,large_residential,0.015,0.285,37.43484832,39900
5822,34.365887,-110.333237,6.430565357,medium_community,2,0.268,4694.312711,5320000
5823,34.442642,-109.809387,6.494722366,medium_community,2,0.271,4741.147327,5320000
5824,34.44577,-109.787537,6.430104733,small_residential,0.005,0.268,11.73494114,13300
5825,34.44891,-109.765686,6.430104733,large_utility,2000,0.268,4693976.455,5320000000
5826,34.625008,-108.472687,6.332688808,large_community,5,0.264,11557.15707,13300000
5827,34.791534,-107.106842,6.556089878,large_community,5,0.273,11964.86403,13300000
5828,34.877106,-106.33287,6.340853214,large_community,5,0.264,11572.05712,13300000
5829,34.938927,-105.734467,6.519918919,large_residential,0.015,0.272,35.69655608,39900
5830,34.95216,-105.601334,6.468971252,small_utility,5,0.27,11805.87253,13300000
5831,34.95435,-105.579147,6.496802807,small_community,0.15,0.271,355.6999537,399000
5832,34.956535,-105.556946,6.495433331,medium_residential,0.01,0.271,23.70833166,26600
5833,34.958714,-105.53476,6.495433331,small_utility,5,0.271,11854.16583,13300000
5834,34.960899,-105.512558,6.443341732,small_residential,0.005,0.268,11.75909866,13300
5835,34.965218,-105.468155,6.510635853,medium_community,2,0.271,4752.764173,5320000
5836,34.967384,-105.445953,6.510635853,large_community,5,0.271,11881.91043,13300000
5837,34.969536,-105.423752,6.500279903,small_community,0.15,0.271,355.8903247,399000
5838,34.97168,-105.40155,6.500279903,medium_residential,0.01,0.271,23.72602165,26600
5839,34.973824,-105.379333,6.483404636,medium_community,2,0.27,4732.885384,5320000
5840,34.975967,-105.357132,6.478839874,medium_residential,0.01,0.27,23.64776554,26600
5841,34.9781,-105.334915,6.478839874,large_community,5,0.27,11823.88277,13300000
5842,34.980228,-105.312714,6.492107868,small_residential,0.005,0.271,11.84809686,13300
5843,34.982353,-105.290497,6.492107868,small_community,0.15,0.271,355.4429058,399000
5844,34.984478,-105.26828,6.458541393,small_community,0.15,0.269,353.6051413,399000
5845,34.999157,-105.112747,6.456775665,large_community,5,0.269,11783.61559,13300000
5846,35.001244,-105.090515,6.456775665,small_utility,5,0.269,11783.61559,13300000
5847,35.015652,-104.934906,6.594182968,small_community,0.15,0.275,361.0315175,399000
5848,35.017685,-104.912659,6.592689991,small_residential,0.005,0.275,12.03165923,13300
5849,35.019722,-104.890427,6.592689991,large_residential,0.015,0.275,36.0949777,39900
5850,35.021748,-104.868195,6.570159912,small_community,0.15,0.274,359.7162552,399000
5851,35.023769,-104.845947,6.570159912,medium_community,2,0.274,4796.216736,5320000
5852,35.025787,-104.8237,6.523894787,large_community,5,0.272,11906.10799,13300000
5853,35.031807,-104.756973,6.54958868,large_utility,2000,0.273,4781199.736,5320000000
5854,35.03381,-104.734726,6.54958868,large_utility,2000,0.273,4781199.736,5320000000
5855,35.035805,-104.712479,6.551845551,small_utility,5,0.273,11957.11813,13300000
5856,35.037781,-104.690231,6.551845551,medium_residential,0.01,0.273,23.91423626,26600
5857,35.039776,-104.667969,6.547924519,large_community,5,0.273,11949.96225,13300000
5858,35.047649,-104.578949,6.578092575,medium_residential,0.01,0.274,24.0100379,26600
5859,35.049606,-104.556702,6.593296051,medium_utility,500,0.275,1203276.529,1330000000
5860,35.051563,-104.534439,6.593296051,large_community,5,0.275,12032.76529,13300000
5861,35.055447,-104.489929,6.524267673,medium_community,2,0.272,4762.715401,5320000
5862,35.057388,-104.467651,6.583019257,small_community,0.15,0.274,360.4203043,399000
5863,35.059322,-104.445389,6.583019257,medium_utility,500,0.274,1201401.014,1330000000
5864,35.061249,-104.423126,6.569401264,large_residential,0.015,0.274,35.96747192,39900
5865,35.072704,-104.289505,6.490609646,small_utility,5,0.27,11845.3626,13300000
5866,35.074596,-104.267227,6.498883724,medium_residential,0.01,0.271,23.72092559,26600
5867,35.076485,-104.244949,6.498883724,medium_community,2,0.271,4744.185119,5320000
5868,35.078362,-104.222672,6.489051819,medium_utility,500,0.27,1184251.957,1330000000
5869,35.080238,-104.200394,6.489051819,small_residential,0.005,0.27,11.84251957,13300
5870,35.0821,-104.178116,6.527135849,small_residential,0.005,0.272,11.91202292,13300
5871,35.083973,-104.155823,6.532049656,small_residential,0.005,0.272,11.92099062,13300
5872,35.085827,-104.133545,6.532049656,large_community,5,0.272,11920.99062,13300000
5873,35.087688,-104.111267,6.520941257,medium_residential,0.01,0.272,23.80143559,26600
5874,35.089542,-104.088989,6.520941257,large_community,5,0.272,11900.71779,13300000
5875,35.091385,-104.066696,6.487257004,medium_community,2,0.27,4735.697613,5320000
5876,35.096901,-103.999817,6.508394718,medium_utility,500,0.271,1187782.036,1330000000
5877,35.098724,-103.977539,6.508394718,medium_utility,500,0.271,1187782.036,1330000000
5878,35.100544,-103.955261,6.52412653,small_community,0.15,0.272,357.1959275,399000
5879,35.102356,-103.932953,6.52412653,medium_community,2,0.272,4762.612367,5320000
5880,35.107773,-103.866058,6.495777607,medium_residential,0.01,0.271,23.70958827,26600
5881,35.116703,-103.754547,6.49371767,small_utility,5,0.271,11851.03475,13300000
5882,35.118469,-103.732239,6.49371767,medium_residential,0.01,0.271,23.7020695,26600
5883,35.120239,-103.70993,6.455734253,small_utility,5,0.269,11781.71501,13300000
5884,35.121998,-103.687622,6.455734253,large_utility,2000,0.269,4712686.005,5320000000
5885,35.180386,-102.906128,6.434907913,medium_utility,500,0.268,1174370.694,1330000000
5886,35.181965,-102.883789,6.434907913,large_residential,0.015,0.268,35.23112082,39900
5887,35.18354,-102.86145,6.437032223,medium_utility,500,0.268,1174758.381,1330000000
5888,35.185104,-102.839111,6.420074463,large_residential,0.015,0.268,35.14990768,39900
5889,35.186661,-102.816742,6.420074463,large_residential,0.015,0.268,35.14990768,39900
5890,35.188213,-102.794403,6.386602402,large_residential,0.015,0.266,34.96664815,39900
5891,35.189766,-102.772034,6.386602402,large_community,5,0.266,11655.54938,13300000
5892,35.191315,-102.749695,6.372717381,medium_utility,500,0.266,1163020.922,1330000000
5893,35.192863,-102.727325,6.372717381,small_residential,0.005,0.266,11.63020922,13300
5894,35.194397,-102.704956,6.386725903,small_utility,5,0.266,11655.77477,13300000
5895,35.195927,-102.682617,6.386725903,small_community,0.15,0.266,349.6732432,399000
5896,35.19746,-102.660248,6.393026352,medium_utility,500,0.266,1166727.309,1330000000
5897,35.198975,-102.637878,6.352418423,medium_residential,0.01,0.265,23.18632724,26600
5898,35.200489,-102.61554,6.352418423,small_community,0.15,0.265,347.7949087,399000
5899,35.202,-102.59317,6.3686409,large_community,5,0.265,11622.76964,13300000
5900,35.203503,-102.570801,6.3686409,small_community,0.15,0.265,348.6830893,399000
5901,35.205009,-102.548462,6.36977005,medium_utility,500,0.265,1162483.034,1330000000
5902,35.206493,-102.526062,6.36977005,small_residential,0.005,0.265,11.62483034,13300
5903,35.207996,-102.503723,6.36907053,small_residential,0.005,0.265,11.62355372,13300
5904,35.20948,-102.481354,6.36907053,medium_utility,500,0.265,1162355.372,1330000000
5905,35.210953,-102.458984,6.376341343,small_residential,0.005,0.266,11.63682295,13300
5906,35.212433,-102.436615,6.327483654,medium_utility,500,0.264,1154765.767,1330000000
5907,35.213905,-102.414246,6.327483654,medium_residential,0.01,0.264,23.09531534,26600
5908,35.215366,-102.391876,6.308662415,medium_utility,500,0.263,1151330.891,1330000000
5909,35.21973,-102.324768,6.334682465,small_community,0.15,0.264,346.823865,399000
5910,35.221172,-102.302368,6.298760891,medium_residential,0.01,0.262,22.99047725,26600
5911,35.222618,-102.279999,6.345036983,small_community,0.15,0.264,347.3907748,399000
5912,35.224037,-102.257629,6.345036983,small_residential,0.005,0.264,11.57969249,13300
5913,35.225475,-102.235229,6.333221436,medium_utility,500,0.264,1155812.912,1330000000
5914,35.226902,-102.21286,6.333221436,large_utility,2000,0.264,4623251.648,5320000000
5915,35.228317,-102.190491,6.301746368,medium_residential,0.01,0.263,23.00137424,26600
5916,35.229729,-102.168091,6.301746368,small_community,0.15,0.263,345.0206136,399000
5917,35.231144,-102.145721,6.241288662,small_community,0.15,0.26,341.7105542,399000
5918,35.23254,-102.123352,6.241288662,medium_utility,500,0.26,1139035.181,1330000000
5919,35.23394,-102.100952,6.243463993,small_residential,0.005,0.26,11.39432179,13300
5920,35.235332,-102.078552,6.263511181,medium_residential,0.01,0.261,22.86181581,26600
5921,35.236717,-102.056183,6.263511181,medium_utility,500,0.261,1143090.791,1330000000
5922,35.238106,-102.033813,6.269847393,small_residential,0.005,0.261,11.44247149,13300
5923,35.239479,-102.011414,6.269847393,large_utility,2000,0.261,4576988.597,5320000000
5924,35.240868,-101.989014,6.288286686,medium_community,2,0.262,4590.449281,5320000
5925,35.242222,-101.966614,6.288286686,small_community,0.15,0.262,344.2836961,399000
5926,35.251656,-101.809875,6.242187977,medium_community,2,0.26,4556.797223,5320000
5927,35.252979,-101.787476,6.216211319,small_utility,5,0.259,11344.58566,13300000
5928,35.254299,-101.765076,6.216211319,small_residential,0.005,0.259,11.34458566,13300
5929,35.255623,-101.742676,6.218408108,small_community,0.15,0.259,340.4578439,399000
5930,35.256931,-101.720276,6.218408108,large_utility,2000,0.259,4539437.919,5320000000
5931,35.258244,-101.697876,6.222421169,large_utility,2000,0.259,4542367.453,5320000000
5932,35.259541,-101.675476,6.222169876,large_residential,0.015,0.259,34.06638007,39900
5933,35.260838,-101.653076,6.222169876,small_residential,0.005,0.259,11.35546002,13300
5934,35.264694,-101.585876,6.228259563,large_residential,0.015,0.26,34.09972111,39900
5935,35.265965,-101.563477,6.228259563,large_utility,2000,0.26,4546629.481,5320000000
5936,35.267242,-101.541046,6.216545105,small_residential,0.005,0.259,11.34519482,13300
5937,35.367661,-99.319031,5.949206829,large_community,5,0.248,10857.30246,13300000
5938,35.368423,-99.29657,5.949206829,small_residential,0.005,0.248,10.85730246,13300
5939,35.369179,-99.274078,5.970846653,medium_community,2,0.249,4358.718057,5320000
5940,35.369923,-99.251617,5.970846653,small_community,0.15,0.249,326.9038543,399000
5941,35.370667,-99.229126,5.998199463,medium_community,2,0.25,4378.685608,5320000
5942,35.394505,-98.397125,5.806003094,small_residential,0.005,0.242,10.59595565,13300
5943,35.395046,-98.374634,5.806003094,medium_community,2,0.242,4238.382259,5320000
5944,35.423676,-95.87616,5.417483807,small_community,0.15,0.226,296.6072384,399000
5945,34.605007,-83.373535,5.43064642,small_community,0.15,0.226,297.3278915,399000
5946,34.115284,-80.081207,5.397884369,small_community,0.15,0.225,295.5341692,399000
5947,33.17802,-116.83313,6.385475159,medium_utility,500,0.266,1165349.217,1330000000
5948,33.538242,-115.141449,6.837415218,small_utility,5,0.285,12478.28277,13300000
5949,33.542561,-115.120193,6.837415218,large_residential,0.015,0.285,37.43484832,39900
5950,33.627899,-114.694427,6.520769119,small_community,0.15,0.272,357.0121093,399000
5951,33.632126,-114.673096,6.702245712,small_residential,0.005,0.279,12.23159842,13300
5952,33.636341,-114.651794,6.702245712,large_residential,0.015,0.279,36.69479527,39900
5953,34.337807,-110.642273,6.338858128,medium_residential,0.01,0.264,23.13683217,26600
5954,34.400101,-110.228119,6.442182064,large_residential,0.015,0.268,35.2709468,39900
5955,34.403347,-110.206299,6.442182064,small_community,0.15,0.268,352.709468,399000
5956,34.406563,-110.184479,6.443246365,small_residential,0.005,0.268,11.75892462,13300
5957,34.476299,-109.703888,6.463309765,large_utility,2000,0.269,4718216.128,5320000000
5958,34.957111,-105.737183,6.528923035,small_community,0.15,0.272,357.4585362,399000
5959,34.961544,-105.692795,6.490213394,small_residential,0.005,0.27,11.84463944,13300
5960,34.972546,-105.581818,6.496802807,large_community,5,0.271,11856.66512,13300000
5961,34.97472,-105.559616,6.495433331,large_community,5,0.271,11854.16583,13300000
5962,34.976902,-105.537415,6.495433331,large_utility,2000,0.271,4741666.332,5320000000
5963,34.979084,-105.515198,6.443341732,large_utility,2000,0.268,4703639.464,5320000000
5964,34.981258,-105.492996,6.443341732,small_residential,0.005,0.268,11.75909866,13300
5965,34.98341,-105.470795,6.510635853,medium_residential,0.01,0.271,23.76382086,26600
5966,34.985577,-105.448578,6.510635853,medium_utility,500,0.271,1188191.043,1330000000
5967,34.987732,-105.426376,6.500279903,medium_residential,0.01,0.271,23.72602165,26600
5968,34.98988,-105.40416,6.500279903,large_community,5,0.271,11863.01082,13300000
5969,34.992023,-105.381958,6.501628876,medium_residential,0.01,0.271,23.7309454,26600
5970,34.99416,-105.359741,6.477662563,large_residential,0.015,0.27,35.46520253,39900
5971,34.996296,-105.337524,6.477662563,medium_residential,0.01,0.27,23.64346835,26600
5972,34.998425,-105.315308,6.452705383,large_utility,2000,0.269,4710474.93,5320000000
5973,35.000549,-105.293091,6.452705383,small_community,0.15,0.269,353.2856197,399000
5974,35.002666,-105.270874,6.443435192,small_community,0.15,0.268,352.7780768,399000
5975,35.004791,-105.248642,6.443435192,small_residential,0.005,0.268,11.75926923,13300
5976,35.006886,-105.226425,6.464435577,medium_residential,0.01,0.269,23.59518986,26600
5977,35.008999,-105.204193,6.464435577,large_residential,0.015,0.269,35.39278478,39900
5978,35.011101,-105.181976,6.484175205,medium_utility,500,0.27,1183361.975,1330000000
5979,35.013195,-105.159744,6.455320835,medium_community,2,0.269,4712.38421,5320000
5980,35.015282,-105.137512,6.455320835,medium_community,2,0.269,4712.38421,5320000
5981,35.017372,-105.115295,6.456775665,medium_residential,0.01,0.269,23.56723118,26600
5982,35.019444,-105.093048,6.456775665,small_community,0.15,0.269,353.5084677,399000
5983,35.021515,-105.070831,6.46925211,medium_utility,500,0.27,1180638.51,1330000000
5984,35.023586,-105.048584,6.46925211,medium_community,2,0.27,4722.55404,5320000
5985,35.029762,-104.981873,6.590653896,medium_utility,500,0.275,1202794.336,1330000000
5986,35.033859,-104.937393,6.607102871,small_utility,5,0.275,12057.96274,13300000
5987,35.035889,-104.915161,6.582052708,medium_utility,500,0.274,1201224.619,1330000000
5988,35.037933,-104.892914,6.582052708,small_residential,0.005,0.274,12.01224619,13300
5989,35.039955,-104.870667,6.585937023,medium_community,2,0.274,4807.734027,5320000
5990,35.041985,-104.848419,6.585937023,small_residential,0.005,0.274,12.01933507,13300
5991,35.044006,-104.826172,6.593091488,small_community,0.15,0.275,360.971759,399000
5992,35.046021,-104.803925,6.593091488,medium_community,2,0.275,4812.956786,5320000
5993,35.05003,-104.759415,6.54958868,medium_residential,0.01,0.273,23.90599868,26600
5994,35.052021,-104.737167,6.54958868,small_residential,0.005,0.273,11.95299934,13300
5995,35.054016,-104.714905,6.551845551,medium_utility,500,0.273,1195711.813,1330000000
5996,35.065876,-104.58136,6.578092575,large_community,5,0.274,12005.01895,13300000
5997,35.067829,-104.559082,6.593296051,medium_utility,500,0.275,1203276.529,1330000000
5998,35.073669,-104.492279,6.539041042,large_community,5,0.272,11933.7499,13300000
5999,35.075611,-104.470016,6.545512676,medium_utility,500,0.273,1194556.063,1330000000
6000,35.077545,-104.447754,6.545512676,large_community,5,0.273,11945.56063,13300000
6001,35.079472,-104.425476,6.521518707,large_residential,0.015,0.272,35.70531492,39900
6002,35.092815,-104.269531,6.498883724,medium_community,2,0.271,4744.185119,5320000
6003,35.094704,-104.247253,6.498883724,small_community,0.15,0.271,355.8138839,399000
6004,35.096592,-104.224976,6.489051819,large_utility,2000,0.27,4737007.828,5320000000
6005,35.098465,-104.202682,6.489051819,medium_residential,0.01,0.27,23.68503914,26600
6006,35.100342,-104.180389,6.527135849,medium_community,2,0.272,4764.80917,5320000
6007,35.102207,-104.158112,6.532049656,small_residential,0.005,0.272,11.92099062,13300
6008,35.104065,-104.135818,6.532049656,small_residential,0.005,0.272,11.92099062,13300
6009,35.105923,-104.113525,6.520941257,medium_utility,500,0.272,1190071.779,1330000000
6010,35.116955,-103.979767,6.4576087,small_utility,5,0.269,11785.13588,13300000
6011,35.118778,-103.957458,6.501687527,large_utility,2000,0.271,4746231.895,5320000000
6012,35.120594,-103.935181,6.501687527,medium_residential,0.01,0.271,23.73115947,26600
6013,35.122406,-103.912872,6.543047428,medium_residential,0.01,0.273,23.88212311,26600
6014,35.126019,-103.868256,6.510475636,large_residential,0.015,0.271,35.64485411,39900
6015,35.136715,-103.734406,6.49371767,small_community,0.15,0.271,355.5310424,399000
6016,35.138481,-103.712097,6.455734253,small_utility,5,0.269,11781.71501,13300000
6017,35.140236,-103.689789,6.455734253,small_community,0.15,0.269,353.4514504,399000
6018,35.201797,-102.863373,6.407209873,small_utility,5,0.267,11693.15802,13300000
6019,35.203365,-102.841003,6.407209873,small_residential,0.005,0.267,11.69315802,13300
6020,35.204941,-102.818665,6.387123585,medium_community,2,0.266,4662.600217,5320000
6021,35.206482,-102.796295,6.382433414,large_residential,0.015,0.266,34.94382294,39900
6022,35.208042,-102.773926,6.382433414,large_utility,2000,0.266,4659176.392,5320000000
6023,35.209579,-102.751587,6.372717381,large_community,5,0.266,11630.20922,13300000
6024,35.211124,-102.729218,6.372717381,large_utility,2000,0.266,4652083.688,5320000000
6025,35.212666,-102.706848,6.386725903,medium_residential,0.01,0.266,23.31154955,26600
6026,35.214195,-102.684479,6.386725903,large_community,5,0.266,11655.77477,13300000
6027,35.215721,-102.662109,6.393026352,medium_residential,0.01,0.266,23.33454618,26600
6028,35.217247,-102.639771,6.352418423,large_community,5,0.265,11593.16362,13300000
6029,35.218761,-102.617371,6.352418423,large_utility,2000,0.265,4637265.449,5320000000
6030,35.220268,-102.595032,6.3686409,small_residential,0.005,0.265,11.62276964,13300
6031,35.221779,-102.572632,6.3686409,medium_residential,0.01,0.265,23.24553929,26600
6032,35.223278,-102.550293,6.36977005,medium_residential,0.01,0.265,23.24966068,26600
6033,35.22477,-102.527893,6.36977005,small_utility,5,0.265,11624.83034,13300000
6034,35.226269,-102.505554,6.36907053,large_utility,2000,0.265,4649421.487,5320000000
6035,35.227753,-102.483154,6.36907053,medium_utility,500,0.265,1162355.372,1330000000
6036,35.229237,-102.460785,6.376341343,small_residential,0.005,0.266,11.63682295,13300
6037,35.230705,-102.438416,6.321600437,small_residential,0.005,0.263,11.5369208,13300
6038,35.232178,-102.416046,6.321600437,medium_community,2,0.263,4614.768319,5320000
6039,35.233643,-102.393677,6.34184885,medium_utility,500,0.264,1157387.415,1330000000
6040,35.236557,-102.348907,6.337804317,medium_residential,0.01,0.264,23.13298576,26600
6041,35.238007,-102.326538,6.337804317,large_community,5,0.264,11566.49288,13300000
6042,35.239456,-102.304138,6.316857815,small_residential,0.005,0.263,11.52826551,13300
6043,35.240887,-102.281738,6.316857815,large_utility,2000,0.263,4611306.205,5320000000
6044,35.242325,-102.259369,6.32790184,small_utility,5,0.264,11548.42086,13300000
6045,35.243759,-102.237,6.328991413,medium_utility,500,0.264,1155040.933,1330000000
6046,35.245174,-102.2146,6.328991413,medium_community,2,0.264,4620.163731,5320000
6047,35.246601,-102.1922,6.275685787,small_community,0.15,0.261,343.5937968,399000
6048,35.248009,-102.16983,6.275685787,large_residential,0.015,0.261,34.35937968,39900
6049,35.249424,-102.14743,6.241288662,large_utility,2000,0.26,4556140.723,5320000000
6050,35.250824,-102.125061,6.241288662,small_residential,0.005,0.26,11.39035181,13300
6051,35.252224,-102.102661,6.243463993,large_residential,0.015,0.26,34.18296536,39900
6052,35.253616,-102.080261,6.243463993,medium_residential,0.01,0.26,22.78864357,26600
6053,35.255005,-102.057861,6.263511181,small_residential,0.005,0.261,11.43090791,13300
6054,35.25639,-102.035492,6.269847393,small_community,0.15,0.261,343.2741448,399000
6055,35.257767,-102.013092,6.269847393,large_residential,0.015,0.261,34.32741448,39900
6056,35.259148,-101.990692,6.288286686,medium_residential,0.01,0.262,22.9522464,26600
6057,35.269943,-101.811523,6.242187977,large_community,5,0.26,11391.99306,13300000
6058,35.271271,-101.789093,6.231761456,small_community,0.15,0.26,341.1889397,399000
6059,35.272594,-101.766693,6.231761456,large_utility,2000,0.26,4549185.863,5320000000
6060,35.273911,-101.744293,6.21470499,large_residential,0.015,0.259,34.02550982,39900
6061,35.275227,-101.721893,6.21470499,medium_residential,0.01,0.259,22.68367321,26600
6062,35.276524,-101.699463,6.236802578,medium_community,2,0.26,4552.865882,5320000
6063,35.277836,-101.677063,6.252774715,small_residential,0.005,0.261,11.41131385,13300
6064,35.279125,-101.654663,6.252774715,large_residential,0.015,0.261,34.23394156,39900
6065,35.280422,-101.632263,6.23116684,small_utility,5,0.26,11371.87948,13300000
6066,35.28299,-101.587433,6.217367172,large_residential,0.015,0.259,34.04008527,39900
6067,35.284267,-101.565002,6.217367172,large_residential,0.015,0.259,34.04008527,39900
6068,35.285542,-101.542603,6.246604919,small_residential,0.005,0.26,11.40005398,13300
6069,35.2868,-101.520203,6.246604919,large_residential,0.015,0.26,34.20016193,39900
6070,35.386745,-99.297485,5.949206829,large_community,5,0.248,10857.30246,13300000
6071,35.387497,-99.275024,5.970846653,large_residential,0.015,0.249,32.69038543,39900
6072,35.388245,-99.252533,5.970846653,large_residential,0.015,0.249,32.69038543,39900
6073,35.388985,-99.230042,5.998199463,medium_utility,500,0.25,1094671.402,1330000000
6074,35.391907,-99.140106,5.903074741,small_community,0.15,0.246,323.1933421,399000
6075,35.392624,-99.117615,5.87997961,small_community,0.15,0.245,321.9288836,399000
6076,35.393337,-99.095123,5.87997961,small_community,0.15,0.245,321.9288836,399000
6077,35.402122,-98.802734,5.821949482,large_community,5,0.243,10625.0578,13300000
6078,35.40276,-98.780243,5.841653347,medium_community,2,0.243,4264.406943,5320000
6079,35.403389,-98.757751,5.861382961,medium_community,2,0.244,4278.809562,5320000
6080,35.404018,-98.73526,5.861382961,large_community,5,0.244,10697.0239,13300000
6081,35.40464,-98.712769,5.883409023,medium_utility,500,0.245,1073722.147,1330000000
6082,35.405262,-98.690277,5.883409023,small_utility,5,0.245,10737.22147,13300000
6083,35.405872,-98.667786,5.918403149,small_residential,0.005,0.247,10.80108575,13300
6084,35.40649,-98.645264,5.918403149,large_residential,0.015,0.247,32.40325724,39900
6085,35.428535,-97.632568,5.646570206,large_residential,0.015,0.235,30.91497188,39900
6086,35.441116,-96.439148,5.454396725,small_residential,0.005,0.227,9.954274023,13300
6087,35.442085,-96.056305,5.403537273,small_residential,0.005,0.225,9.861455523,13300
6088,35.28299,-90.412567,5.231380939,small_residential,0.005,0.218,9.547270214,13300
6089,35.281708,-90.390167,5.194643497,large_community,5,0.216,9480.224382,13300000
6090,35.280422,-90.367737,5.194643497,large_community,5,0.216,9480.224382,13300000
6091,35.279125,-90.345337,5.214446545,large_community,5,0.217,9516.364945,13300000
6092,35.277836,-90.322937,5.214446545,medium_residential,0.01,0.217,19.03272989,26600
6093,33.232975,-116.670349,6.630685329,large_residential,0.015,0.276,36.30300218,39900
6094,33.555962,-115.146637,6.813852787,large_residential,0.015,0.284,37.30584401,39900
6095,33.64566,-114.699493,6.727171421,large_utility,2000,0.28,4910835.137,5320000000
6096,33.649876,-114.678162,6.702245712,large_community,5,0.279,12231.59842,13300000
6097,33.654099,-114.656845,6.702245712,large_community,5,0.279,12231.59842,13300000
